0	0
6	0.0
13	0.0
26	0.0
44	0.0
57	0.0
70	0.0
83	0.0
93	0.0
106	0.0
119	0.0
136	0
142	0
159	100.0
169	0.0
181	0.0
194	0
207	0
224	0
242	0.0
259	0.0
272	0
281	0
298	100.0
308	0.0
326	100.0
343	0.0
356	0
373	100.0
387	0.0
399	0.0
409	0.0
419	0.0
432	0.0
445	0.0
458	0
467	0
477	0.0
486	0
503	0.0
516	0
522	0
535	0.0
545	0.0
552	0.0
562	0.0
575	0.0
593	100.0
609	0
621	0.0
634	0
646	0
656	0.0
673	0.0
686	0.0
699	0.0
714	0.0
721	0.0
734	0.0
741	0
750	0
767	0.0
780	0.0
793	0.0
800	0.0
817	0
830	0
843	0
850	0.0
860	0.0
873	0
880	0.0
898	100.0
911	0.0
925	0.0
942	0.0
955	0.0
962	0.0
975	0
988	0.0
1001	0.0
1018	0.0
1028	0.0
1045	0
1058	0.0
1068	0
1078	0.0
1092	0.0
1106	0
1118	0
1135	100.0
1152	100.0
1165	0.0
1172	0.0
1179	0.0
1193	0.0
1206	0
1216	0.0
1229	0
1239	0.0
1255	100.0
1269	0
1276	0.0
1289	0
1299	0.0
1306	0.0
1323	0.0
1340	0
1352	0
1365	0.0
1378	0.0
1385	0.0
1397	0
1410	0.0
1417	0.0
1432	0.0
1441	0
1448	0.0
1458	0.0
1470	0.0
1476	0
1483	0.0
1489	0
1501	0.0
1518	0
1530	0
1540	0.0
1552	0
1565	0.0
1575	0.0
1587	0.0
1604	0.0
1614	0
1627	0.0
1639	0
1652	0
1667	0.0
1684	0
1691	0.0
1708	0
1714	0
1721	0.0
1739	0.0
1746	0.0
1753	0.0
1765	0
1777	0
1794	0.0
1807	0
1824	0.0
1831	0.0
1846	0
1863	0.0
1876	0.0
1889	0.0
1907	100.0
1917	0.0
1931	0.0
1941	0
1954	0.0
1966	0.0
1979	0
1985	0.0
1999	0.0
2013	0.0
2023	0.0
2035	0
2042	0.0
2052	0.0
2065	0.0
2082	100.0
2095	0.0
2112	0.0
2122	0.0
2134	0.0
2140	0
2153	0.0
2163	0.0
2176	0.0
2186	0.0
2203	0.0
2215	0.0
2229	0.0
2246	0.0
2258	0
2268	0.0
2280	0
2287	0.0
2300	0
2313	0
2323	0.0
2332	0
2349	0.0
2359	0.0
2376	100.0
2389	0.0
2399	0.0
2406	0.0
2420	0.0
2437	0.0
2449	0
2461	0.0
2471	0.0
2483	0
2499	0
2511	0
2518	0.0
2525	0.0
