0	0
8	58.0
14	42.0
20	41.0
26	40.0
34	56.0
40	42.0
46	40.0
57	172.0
67	71.0
78	171.0
82	27.0
93	172.0
99	42.0
105	40.0
109	27.0
117	52.0
128	172.0
132	26.0
143	174.0
151	50.0
159	56.0
170	170.0
180	72.0
191	172.0
195	28.0
201	40.0
212	171.0
216	26.0
224	54.0
234	71.0
242	51.0
250	53.0
261	174.0
272	173.0
278	40.0
286	53.0
292	40.0
296	27.0
307	171.0
315	56.0
319	25.0
327	50.0
338	171.0
344	39.0
353	63.0
361	57.0
372	171.0
383	173.0
391	51.0
399	55.0
410	171.0
416	42.0
420	27.0
426	41.0
435	57.0
441	40.0
447	41.0
455	55.0
459	25.0
467	54.0
475	53.0
483	52.0
491	56.0
502	171.0
510	55.0
521	173.0
525	27.0
531	41.0
541	72.0
547	39.0
558	172.0
562	25.0
570	54.0
581	171.0
589	52.0
595	42.0
604	58.0
615	171.0
621	41.0
628	46.0
637	56.0
645	51.0
653	52.0
661	52.0
671	70.0
682	173.0
693	174.0
699	41.0
710	172.0
718	51.0
726	56.0
734	52.0
745	172.0
749	28.0
758	63.0
769	173.0
779	71.0
789	71.0
795	41.0
805	169.0
813	52.0
822	58.0
833	173.0
841	56.0
847	37.0
855	51.0
863	52.0
874	173.0
885	172.0
891	41.0
897	40.0
903	39.0
907	28.0
915	55.0
926	172.0
935	58.0
943	53.0
947	26.0
955	51.0
963	54.0
972	63.0
980	56.0
986	41.0
994	52.0
1005	171.0
1013	56.0
1019	41.0
1030	173.0
1041	174.0
1047	39.0
1058	173.0
1066	52.0
1072	42.0
1082	72.0
1093	173.0
1102	58.0
1113	173.0
1121	52.0
1129	53.0
1139	71.0
1147	52.0
1158	173.0
1164	41.0
1173	60.0
1177	26.0
1185	56.0
1195	168.0
1204	58.0
1212	57.0
1220	56.0
1224	27.0
1230	40.0
1236	41.0
1244	52.0
1248	26.0
1252	28.0
1263	172.0
1267	28.0
1273	42.0
1284	172.0
1295	171.0
1299	28.0
1308	57.0
1312	27.0
1320	56.0
1328	57.0
1336	52.0
1347	172.0
1356	57.0
1366	70.0
1372	36.0
1383	174.0
1394	172.0
1403	62.0
1414	174.0
1425	175.0
1431	43.0
1437	38.0
1443	40.0
1454	171.0
1463	58.0
1474	172.0
1485	174.0
1496	173.0
1504	57.0
1508	27.0
1519	174.0
1530	171.0
1539	57.0
1545	38.0
1549	26.0
1557	50.0
1568	172.0
1579	174.0
1587	57.0
1598	171.0
1602	27.0
1608	40.0
1612	27.0
1620	52.0
1628	56.0
1636	55.0
1647	171.0
1651	28.0
1657	40.0
1665	56.0
1671	41.0
1677	38.0
1685	56.0
1691	41.0
1697	38.0
1701	27.0
1710	57.0
1716	40.0
1722	41.0
1730	56.0
1734	28.0
1745	172.0
1751	42.0
1762	170.0
1766	28.0
1774	55.0
1785	171.0
1794	58.0
1803	64.0
1807	27.0
1816	57.0
1827	174.0
1835	50.0
1843	53.0
1847	26.0
1858	172.0
1866	57.0
1877	172.0
1881	27.0
1889	53.0
1898	57.0
1909	170.0
1917	55.0
1923	38.0
1932	57.0
1938	40.0
1949	174.0
1957	51.0
1966	57.0
1974	54.0
1985	172.0
1989	27.0
1995	42.0
2003	53.0
2013	71.0
2021	53.0
2029	51.0
2037	50.0
2043	42.0
2047	27.0
2058	176.0
2069	175.0
2075	40.0
2084	58.0
2093	57.0
2104	173.0
2113	58.0
2124	174.0
2132	57.0
2136	25.0
2144	49.0
2152	50.0
2156	25.0
2164	55.0
2172	53.0
2181	57.0
2189	55.0
2193	28.0
2201	55.0
2209	51.0
2220	172.0
2231	173.0
2237	39.0
2245	53.0
2253	53.0
2262	58.0
2270	51.0
2281	172.0
2285	28.0
2296	171.0
2304	52.0
2312	56.0
2318	39.0
2328	170.0
2336	53.0
2344	57.0
2348	27.0
2357	57.0
2365	50.0
2372	52.0
2376	27.0
2382	39.0
2393	172.0
2401	55.0
2409	51.0
2420	173.0
2431	171.0
2440	58.0
2448	56.0
2459	171.0
2467	54.0
2473	41.0
2484	174.0
2490	39.0
2501	173.0
2512	171.0
2516	28.0
2525	63.0
2533	50.0
2541	56.0
2545	28.0
2556	170.0
2560	27.0
2568	55.0
2572	26.0
2578	41.0
2589	173.0
2595	42.0
2601	40.0
2610	60.0
2620	170.0
2631	174.0
2637	42.0
2645	51.0
2651	40.0
2661	173.0
2670	60.0
2674	27.0
2678	27.0
2684	40.0
2690	41.0
2701	171.0
2707	39.0
2714	49.0
2722	52.0
2730	57.0
2734	29.0
2742	56.0
2753	173.0
2761	55.0
2767	39.0
2775	52.0
2786	170.0
2794	52.0
2802	51.0
2810	56.0
2818	51.0
2827	62.0
2838	172.0
2846	52.0
2854	56.0
2858	27.0
2864	40.0
2875	170.0
2883	59.0
2887	26.0
2895	52.0
2899	27.0
2910	172.0
2918	54.0
2929	171.0
2937	52.0
2943	38.0
2953	167.0
